track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,community_id
2vjzbykgEw97mF7kxfL8cW,Powfu;Scapegoat,some boring love stories pt 5,no promises (feat. Scapegoat),51,188800,False,0.684,0.457,0,-7.248,1,0.0491,0.559,0.0,0.189,0.46,75.018,4,sad,0
6csnwIgGERqEg8QukutAGV,Yxngxr1,Childhood Dreams,"Damn, She Just Broke Up w/ Me",53,126000,True,0.807,0.588,6,-9.476,1,0.198,0.835,0.0,0.0936,0.661,89.931,4,sad,0
7KW1AtQKFToSoF1kmyk2wE,Powfu;Jaden;Sarcastic Sounds,tell me your feelings and i won't tell you mine,snowflake (feat. Jaden & Sarcastic Sounds),64,187500,True,0.419,0.408,9,-10.899,0,0.25,0.95,0.0,0.35,0.502,62.829,4,sad,0
6mXr2u0mnE65w1jUCQb35s,Shozzy,City Nights,City Nights,36,154749,False,0.713,0.747,1,-5.311,0,0.0368,0.239,0.0,0.109,0.404,101.057,4,sad,0
4ZLzoOkj0MPWrTLvooIuaa,Kina;Snøw,Get You The Moon (feat. Snøw),Get You The Moon (feat. Snøw),80,179080,False,0.498,0.235,1,-16.541,0,0.188,0.72,0.0,0.144,0.0895,118.917,4,sad,0
4XG1Qzm7iqLzntA22qeI7M,cryy;Snøw,until sunrise,until sunrise,50,103200,False,0.784,0.146,10,-18.221,1,0.0552,0.739,0.00523,0.0991,0.191,75.035,4,sad,0
5XQursPvzq4c0bIrSF0oJk,Dro Kenji,WITH OR WITHOUT YOU,VANISH,53,130612,True,0.749,0.665,4,-6.8,0,0.0303,0.159,3.63e-05,0.116,0.471,146.968,4,sad,0
6MZ91tbZxwwqimJffOoLsW,Lui Joseph,Computer Crash,Computer Crash,62,169508,False,0.782,0.52,7,-9.338,0,0.171,0.174,0.0,0.0747,0.495,113.958,4,sad,0
69XgyxmE6zl5SmHf2NvjqU,Powfu,"some boring love stories, pt. 4",when things were awkward,44,136438,False,0.506,0.33,6,-12.362,1,0.0892,0.782,0.0,0.132,0.696,72.871,4,sad,0
6HdrRVMieDZtv0vldfZxqg,Rarin,Day Ones,Day Ones,47,134913,True,0.739,0.639,9,-8.636,1,0.253,0.119,0.0,0.119,0.482,143.044,4,sad,0
64XGKpzNUEBskFPdMAjeEU,Yusei,Tell Me Pretty Lies,Tell Me Pretty Lies,57,269295,False,0.627,0.316,3,-15.572,0,0.314,0.962,0.91,0.115,0.124,114.643,4,sad,0
0bCgcTDkZ1RhguEeuUhZ9k,Yusei,Aesthetic Girl,Aesthetic Girl,54,258144,False,0.707,0.486,9,-8.16,0,0.174,0.973,0.916,0.529,0.519,169.945,4,sad,0
2PqRGBqhO6QoIPyhvQSFCl,Mishaal;Powfu,Life's a Ride,Friends (feat. Powfu),44,155320,False,0.711,0.589,8,-5.866,1,0.0431,0.103,0.0,0.161,0.241,87.965,4,sad,0
3nIlBeSIVnDbWFO3mExxV2,Aries,"BELIEVE IN ME, WHO BELIEVES IN YOU",FOOL'S GOLD,60,149843,False,0.662,0.525,6,-8.546,0,0.0341,0.281,0.0,0.199,0.577,133.937,4,sad,0
52ZWNeOEBXdrVb2Im3Anht,Kina;Galvanic;Silent Child,6 ft deep (feat. Galvanic & Silent Child),6 ft deep (feat. Galvanic & Silent Child),48,196000,False,0.515,0.53,10,-8.767,1,0.0444,0.197,0.00012,0.108,0.0764,120.474,4,sad,0
2kx5sQgmjYug0GiDh1a4sU,Cheriimoya;Sierra Kidd,"Living Life, In The Night","Living Life, In The Night",83,122517,True,0.624,0.499,0,-9.962,0,0.0495,0.82,0.0,0.12,0.298,143.249,4,sad,0
3h0xzCrYEVVFhhycY7jGBs,Aries,WELCOME HOME,SAYONARA,58,180789,True,0.548,0.63,5,-6.1,1,0.0343,0.0111,0.000721,0.128,0.338,75.972,4,sad,0
5ypAP72387351HVZfZoWAO,Ollie,Auburn Skies,Auburn Skies,52,136740,False,0.671,0.326,1,-5.369,1,0.0528,0.701,0.00792,0.0936,0.342,60.484,4,sad,0
4KDPmYwyLXASBKqKW3W9BW,TheHxliday,Mega Hits Autumn/Fall 2022,Doses,1,192578,False,0.839,0.542,7,-5.189,0,0.0455,0.128,0.0,0.141,0.726,91.011,4,sad,0
6sx0LC4zyYKtFsW3fmDfsk,Lofi Temptation,two of us,two of us,38,135582,False,0.88,0.194,11,-13.696,1,0.0936,0.768,0.858,0.105,0.352,155.825,4,sad,0
0opflBNj8NQehW3Q0oXueA,LIL DUSTY G,UNDERGROWTH,IDENTITIES,59,115662,False,0.75,0.618,1,-4.633,0,0.0761,0.0273,0.149,0.102,0.548,83.004,4,sad,0
4ueFzFDxIKvff2dgDHot3v,Ollie,Sunsets & Goodbyes,sad sad,37,241584,False,0.801,0.392,10,-6.458,1,0.229,0.865,0.00289,0.127,0.495,80.008,4,sad,0
72fp5rYlQIZ3Dqtwq2uVy0,Powfu;Jomie,watch me miss (feat. Jomie),watch me miss (feat. Jomie),57,156585,False,0.73,0.555,8,-4.62,1,0.0514,0.534,0.0,0.137,0.502,81.968,4,sad,0
4VwZ9jqqM8rl5SqjdxHVka,Khantrast,You Got Jokes,You Got Jokes,55,145379,True,0.754,0.677,10,-9.005,0,0.224,0.119,0.0,0.261,0.756,101.91,4,sad,0
4pbcWPWlVftf3uSTDE3NQD,Ely Waves,Just Hold Me,Just Hold Me,52,204771,False,0.704,0.566,10,-10.917,0,0.346,0.258,0.0,0.0564,0.323,118.142,4,sad,0
3SHvIoVmLn9OgTPY5GYAR3,Lofi Temptation,the girl next door,the girl next door,50,151973,False,0.813,0.266,6,-15.492,1,0.042,0.862,0.47,0.112,0.434,114.0,4,sad,0
0ZtrTzAmOEtzxtn8TK9a1S,6o,Caution,Caution,46,121874,True,0.514,0.661,2,-5.485,0,0.246,0.45,0.0,0.171,0.483,80.605,4,sad,0
7BrbGr8S8rjrnlGLqtfFwA,the bootleg boy;Maberry,i still think of you,i still think of you,55,125052,False,0.575,0.193,2,-15.494,1,0.179,0.951,0.0443,0.156,0.308,118.589,4,sad,0
6oQvlgt4C8sAPP4X7N0rFQ,CORBAL;Shiloh Dynasty;itssvd,Love Is the Same as Sadness,Tried to Be Patient with You,53,78662,False,0.793,0.158,6,-18.91,0,0.123,0.927,0.0992,0.355,0.63,109.649,4,sad,0
6WTMUBQXNEU2usO5aekg64,creamy;untrusted;11:11 Music Group,chandelier,chandelier,23,127908,False,0.407,0.736,2,-5.94,0,0.0404,0.0324,5.56e-05,0.136,0.348,130.443,3,sad,0
5Gox2FHWcB882eGsRIkdrt,LIL DUSTY G;Marshmello,Preached,Preached,49,159292,False,0.688,0.414,2,-7.841,1,0.0354,0.415,2.18e-05,0.13,0.435,112.98,4,sad,0
2tlUC0uTsVmx5c1Fuu5MNT,Stract;Shiloh Dynasty,Losing Interest (Slowed),Losing Interest - Slowed,40,231225,False,0.871,0.428,1,-14.031,0,0.127,0.39,0.0549,0.281,0.403,101.162,4,sad,0
2L2mNkEWo818IE4fKbnP0O,Powfu;Rxseboy,Letter's You Never Received,Would Look Perfect,59,149000,False,0.788,0.537,9,-4.966,0,0.107,0.844,0.0,0.117,0.434,85.03,4,sad,0
6jkpnvfMM9pEWYe68yNIYt,iamjakehill,dying lately,dying lately,56,221147,False,0.708,0.59,4,-7.848,1,0.0374,0.3,0.0,0.359,0.874,140.031,4,sad,0
2RJo6RNV5dpjLh6Co4nPsI,Lui Joseph,Strawberry,Strawberry,52,173923,False,0.764,0.402,2,-10.282,0,0.0519,0.332,0.0,0.109,0.508,99.972,4,sad,0
4nlry8WISrv04S1E619p3A,Kina;Essence;Madson Project.,Are You Still With Him,Are You Still With Him,47,193567,True,0.611,0.322,2,-14.461,1,0.0367,0.922,0.000818,0.35,0.315,119.957,4,sad,0
6qsVVFBn0CuPrEgx9u4QzK,MASN;Mishaal,How To Kill A Rockstar,Hold Me (feat. Mishaal),48,220121,False,0.791,0.372,5,-8.365,0,0.0752,0.467,0.0,0.337,0.519,126.071,4,sad,0
75q4L8UwfjvikWETyfKx57,Addict.;SEA,Are You Afraid?,Are You Afraid?,46,126130,False,0.815,0.233,5,-12.326,1,0.0369,0.657,0.209,0.132,0.106,115.098,4,sad,0
4MUDfWDyMDUJ8Qhe855G7D,cøzybøy,dispøsed,what did yøu think i meant when i said i løve yøu,53,181894,True,0.6,0.537,5,-9.81,0,0.0258,0.112,8.19e-05,0.109,0.446,94.992,4,sad,0
1haZCYSR61JHOAivPNOuQH,Kina;Mishaal,Tell Me About You (feat. Mishaal),Tell Me About You (feat. Mishaal),55,194400,False,0.38,0.292,0,-14.282,1,0.054,0.498,0.0262,0.126,0.0777,75.572,3,sad,0
2PyGdZHmYOCjYHIis4CpCC,Pat Carroll;Disney,The Little Mermaid Greatest Hits,"Poor Unfortunate Souls (from ""The Little Mermaid"") - From ""The Little Mermaid"" / Soundtrack Version",22,290440,False,0.425,0.384,0,-8.483,1,0.0871,0.746,0.0,0.336,0.419,77.617,4,disney,0
4D07w1m1dMNyHWRSl8a5Lv,Julia Scheeser;Crewkid,Silbertablett,Legendär,23,207680,False,0.867,0.563,0,-7.438,0,0.192,0.383,0.0,0.114,0.601,131.965,4,disney,0
4gT1pxP86WMFlSB9ylpWsa,Rob Cantor,Disney Junior Music: Lullabies Vol. 2,Vampire Lullaby,32,85282,False,0.489,0.148,7,-13.927,1,0.0407,0.987,0.962,0.0652,0.315,105.921,3,disney,0
47IslmEoXGYieRLUj07Uqy,Alan Menken;Hy Anzell;Lee Wilkof;Jennifer Leigh Warren;Sheila Kay Davis;Leilani Jones,Little Shop Of Horrors,Ya Never Know - 1982 Original Cast,19,176773,False,0.612,0.628,7,-11.127,0,0.361,0.652,0.0,0.591,0.836,149.345,4,disney,0
0YQdQzvp8yWNn6UrdZkLss,Magdalena Wasylik;Katarzyna Łaska;Czeslaw Mozil;Paweł Ciołkosz,Kraina lodu: Przygoda Olafa (Ścieżka dźwiękowa polskiej wersji),Kiedy mamy siebie,31,170400,False,0.448,0.311,11,-10.409,1,0.0322,0.87,0.0,0.106,0.353,108.074,3,disney,0
2WAfleJHAmKpVa0tK0zoiE,Marcin Franc,Aladyn (Ścieżka Dźwiękowa z Filmu),O skok (repryza 2),19,66417,False,0.234,0.14,4,-14.465,0,0.0377,0.926,1.27e-05,0.1,0.0772,83.464,4,disney,0
3pmg5gO8X6tC0bnnJ0ajeZ,SHIKI THEATRE COMPANY,ディズニー 『アナと雪の女王』 ミュージカル <劇団四季> (オリジナル・サウンドトラック),二人から少しずつ,20,135133,False,0.548,0.285,4,-7.996,1,0.077,0.804,0.0,0.0916,0.599,89.632,3,disney,0
4hoN5zYJUFOsAoR5cDizuq,Vajen van den Bosch,Bitterzoet,Bitterzoet,25,167280,False,0.456,0.185,7,-14.531,1,0.044,0.917,2.17e-06,0.0949,0.369,93.449,5,disney,0
5oRxqr6DCdWPSgOHXCpGID,Disney Peaceful Piano;Disney,Disney Peaceful Piano: Magical,The Family Madrigal,52,254335,False,0.503,0.225,1,-16.996,1,0.0452,0.978,0.924,0.114,0.334,103.367,4,disney,0
4gHVJrW7FY160u1XA5ddJ9,Larry Morey;Frank Churchill;Ed Plumb,Bambi,"Man Returns - From ""Bambi""/Score",20,123533,False,0.239,0.229,1,-19.128,1,0.0454,0.845,0.717,0.633,0.519,174.08,3,disney,0
5qFdlIUWfQe6Xjih7mgfeG,Gustav Nilsen,Frost 2 (Originalt Norsk Soundtrack/Deluxe Edition),Når jeg blir voksen,31,111426,False,0.566,0.299,10,-9.262,0,0.101,0.611,0.0,0.158,0.58,116.333,3,disney,0
2h9uCNUYH0mJkeEwQChtT8,Randy Newman,Randy Newman,Love Story (You and Me),20,202533,False,0.277,0.14,9,-17.253,1,0.0476,0.932,0.0,0.0708,0.155,89.095,5,disney,0
6H7EmhW9m91u2TBLgbZXdn,The Cheetah Girls,The Cheetah Girls - The Party's Just Begun Concert,Amigas Cheetahs - Live Concert Version,19,320386,False,0.358,0.908,1,-4.067,0,0.188,0.0943,3.52e-06,0.771,0.217,118.942,4,disney,0
2A50GDZY4zUrMMoqY53dP7,Antti Paakkonen,Aladdin (Alkuperäinen Suomalainen Soundtrack),Arabian yöt,22,83760,False,0.386,0.324,9,-11.742,0,0.0425,0.778,2.74e-06,0.117,0.304,128.493,4,disney,0
1fd79WvGkexgTRj3nVtQgV,Cátia Moreira,Frozen 2: O Reino do Gelo (Banda Sonora Original em Português/Deluxe Edition),O Que Está Certo,19,216773,False,0.414,0.109,0,-12.547,0,0.0413,0.798,3.05e-06,0.607,0.141,83.746,4,disney,0
6VjOagED3F6eXOgICAUq6t,Ugo Maria Morosi;Chorus - Brave,Ribelle (The Brave) [Colonna Sonora Originale],La canzone di Mor’du,22,135693,False,0.661,0.671,7,-6.289,1,0.169,0.653,6.6e-05,0.121,0.372,120.956,4,disney,0
3qT31z2vXWObgwPkGDThmr,The Jud Conlon Chorus,Peter Pan (Original Motion Picture Soundtrack),"Home Again / Mermaids, Pirates, and Indians / FInale (You Can Fly! You Can Fly! You Can Fly!)",25,130013,False,0.308,0.174,2,-13.869,1,0.0437,0.919,0.00442,0.0685,0.225,96.429,3,disney,0
2QxSweibULGvxvM1WC1cXj,Debby van Dooren;Tommy Amper;Friedel Morgenstern,Die bunte Seite des Monds (Musik zum Netflix Film),Im Mondenschein,20,91466,False,0.285,0.471,7,-7.567,1,0.0319,0.918,0.0,0.105,0.589,157.909,4,disney,0
2asTot5iKm6fKOMmicYVrB,María Caneda;Carlos Báez;Sandra Carvajal,'Más allá de la Luna' (música de la película de Netflix),En la Luna,25,91466,False,0.305,0.456,9,-7.347,0,0.0328,0.964,5.86e-05,0.106,0.475,63.651,3,disney,0
1jkfH07RYJnOD5MS2PtX2e,Germaine Franco,Encanto (Deutscher Original Film-Soundtrack),Jagd nach der Vergangenheit,21,146400,False,0.286,0.473,6,-10.579,1,0.0871,0.341,0.828,0.198,0.0615,110.278,3,disney,0
4FjWlqvyYOPf6EMkVO1cHx,Little Piano Player,Encanto,Surface Pressure,21,133853,False,0.398,0.0267,4,-28.011,0,0.0444,0.994,0.954,0.0988,0.142,75.96,4,disney,0
2z7vmXYcjOTNl3MH3XiCP3,Paweł Ciołkosz,Kraina lodu: Przygoda Olafa (Ścieżka dźwiękowa polskiej wersji),Ballada o Flegmisławie,28,44360,False,0.587,0.359,2,-13.472,1,0.0664,0.933,2.01e-06,0.0713,0.536,108.371,3,disney,0
58Oqis9Tp5n1fmvdYyvWLs,Jon Sarta,A Wonderful World of Magical Songs and Lullabies,I'm Wishing,21,213209,False,0.607,0.0698,5,-22.982,1,0.0441,0.983,0.9,0.107,0.137,120.531,4,disney,0
4dUdp3SThqYRFFwFnA1cFa,Analy,Mulán (Banda Sonora Original en Español),Reflejo,39,146013,False,0.312,0.218,9,-13.74,1,0.0353,0.8,3.69e-05,0.336,0.0801,92.171,4,disney,0
5QfDNDMjIfM0ogPx5IpmEc,SHIKI THEATRE COMPANY,ディズニー 『アナと雪の女王』 ミュージカル <劇団四季> (オリジナル・サウンドトラック),誰でも完璧じゃない,19,237880,False,0.45,0.627,0,-7.352,0,0.182,0.355,0.0,0.056,0.611,100.286,4,disney,0
6Da8UAxhDkCPKQmqwpIdZj,Haruhiko Joh;Ben Hiura;Tomie Kataoka,The Lion King (Original Motion Picture Soundtrack/Japan Release Version),Be Prepared - Japanese Version,24,217933,False,0.629,0.451,9,-15.715,0,0.187,0.528,0.0,0.154,0.365,121.999,4,disney,0
6bGMF5BiGsVUaDOEBidP3O,Ewa Prus;Julia Totoszko;Jakub Strach;Mateusz Panasiuk,Mary Poppins powraca (Ścieżka Dźwiękowa z Filmu),Czy ktoś uwierzy w to?,22,262640,False,0.562,0.416,8,-11.119,1,0.129,0.818,0.0,0.258,0.474,117.046,4,disney,0
7KnFT8NQPRYtWOZXhWcGGZ,Mark Northam,Up: Music From The Pixar Films For Solo Piano,"Married Life (From ""Up"")",37,275335,False,0.463,0.0595,0,-19.427,1,0.0673,0.995,0.913,0.123,0.131,132.531,4,disney,0
1BSwmq1uATkU1jwX6HDvcS,Germaine Franco,Encanto (Trilha Sonora Original em Português),Bruno's Tower,24,52466,False,0.165,0.058,0,-28.367,1,0.0474,0.793,0.892,0.143,0.0343,147.948,3,disney,0
4HQatJkQlk3nVZUmRrGQlZ,Randy Newman,"The Randy Newman Songbook, Vol. 2",Birmingham,19,141360,False,0.623,0.277,2,-13.038,1,0.0413,0.969,0.0166,0.134,0.484,117.294,4,disney,0
1pIynPOpqprpV4WguxHFIy,Atsuko Takezawa;Erika Shiraishi;Hozumi Shibata;Mayumi Makino;Yukari Fujii,Hercules (Original Motion Picture Soundtrack/Japanese Version),Zero to Hero - Japanese Version,29,138013,False,0.48,0.594,0,-12.283,1,0.233,0.564,0.0,0.801,0.81,164.668,4,disney,0
6im26HFTi5JCagPnroYGzq,Doctora Juguetes;Felpita;Lambie;Hallie,Doctora Juguetes: Ya Llegó la Doctora,Agua Agua,28,50773,False,0.395,0.868,0,-4.233,1,0.182,0.519,0.000591,0.127,0.936,148.415,4,disney,0
7cDjiRGT0vbQ4XEV1BmEcm,Andy Tallent,You Are There,You Are There,24,212750,False,0.335,0.00273,3,-40.114,1,0.0469,0.989,0.869,0.0874,0.0555,95.453,4,disney,0
2X3H4S2XQT9oJU8OHMnnyj,Sami Arva;Ulla Hakola,Aladdin (Alkuperäinen Suomalainen Soundtrack),Se on kuin yö,25,161493,False,0.23,0.269,9,-11.073,0,0.033,0.897,0.0,0.0971,0.289,69.067,3,disney,0
2bfWwNMtgW1ocrCBzBBwJb,The Sleep Diaries,Lullabies from The Nightmare before Christmas,"Poor Jack (from ""The Nightmare Before Christmas"")",17,112893,False,0.532,0.0378,11,-19.545,0,0.0667,0.964,0.936,0.127,0.16,135.808,4,disney,0
0T0mrpQhuZeqRXc2dssUvY,Germaine Franco,Encanto (Deutscher Original Film-Soundtrack),Ich war es,18,80813,False,0.217,0.0754,11,-16.629,0,0.0327,0.901,0.914,0.135,0.201,142.026,5,disney,0
4cfC3ABVV4BfbeLgXLtnts,Heidi Ruud Ellingsen;Espen Grjotheim;Nils Jørgen Kaalstad;Anders Bye,Løvenes Konge (Originalt Norsk Soundtrack),Fyll ditt sinn med kjærlighet,22,182613,False,0.39,0.288,5,-9.812,1,0.041,0.698,0.0,0.0891,0.431,107.484,3,disney,0
6khtZPhvJZO2jKRKknyv51,Oliver Wallace,Alice In Wonderland (Original Motion Picture Soundtrack),A Serpent!,25,69400,False,0.378,0.0652,10,-15.952,1,0.0367,0.906,0.106,0.0841,0.182,88.86,3,disney,0
6N8kuV2hbiF23B7DFSLeyl,Alan Menken,Walt Disney Records The Legacy Collection: The Little Mermaid,She's Got Legs - Remastered 2014,19,82733,False,0.576,0.0501,0,-19.799,1,0.0513,0.976,0.0362,0.131,0.381,120.052,4,disney,0
5Zzu0RPeREj0aIjlO2WYIR,Germaine Franco,Encanto (Deutscher Original Film-Soundtrack),Mirabels Weg,18,129826,False,0.658,0.634,7,-10.671,1,0.0328,0.445,0.957,0.148,0.61,99.949,3,disney,0
5ZF3YU3oOEe7QsnJxz4CQV,Randy Newman,Good Old Boys,Birmingham - 2002 Remaster,28,166360,False,0.468,0.34,4,-12.484,1,0.0287,0.829,0.00545,0.25,0.315,106.362,4,disney,0
6wCsDkBf2SLZecm1M7p7aJ,Cast - Sofia the First,Sofia the First,Princess Things,47,126386,False,0.507,0.694,7,-5.092,1,0.0946,0.364,0.0,0.0579,0.581,173.783,4,disney,0
1gilgPrTkkZTp09Xf8zCmK,Kristen Bell,Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),The Next Right Thing,60,216773,False,0.296,0.119,0,-14.256,0,0.0475,0.839,1.59e-05,0.385,0.146,170.037,4,disney,0
5k4LCR4dYBqvEXLmnHVR22,Germaine Franco,Encanto (Deutscher Original Film-Soundtrack),Tango-Chaos,22,162440,False,0.426,0.195,6,-12.159,1,0.0377,0.617,0.26,0.25,0.524,96.086,4,disney,0
1Wt68Y5zNHmCVRPRiHsLAJ,Tokyo DisneySea,Tokyo Disney Resort Autumn Best (Special Edition),Minnie's Wishing Ring: Wishes Come True - Dramatic DisneySea 2005 at Tokyo DisneySea,23,87893,False,0.287,0.766,5,-4.926,1,0.0541,0.598,0.0,0.202,0.265,81.879,4,disney,0
1h9sbBtqXjji9nnBsxaxNR,Disney Peaceful Piano;Disney,Disney Peaceful Piano: Lullaby,Beauty and the Beast,60,167055,False,0.432,0.0877,8,-27.006,1,0.068,0.995,0.922,0.117,0.149,79.203,4,disney,0
3mBz8VzcVFg49ddbWc0Sjy,Willemijn Verkaik,Olaf's Frozen Avontuur (Originele Nederlandstalige Soundtrack),Luid de kerst in (Reprise),27,76120,False,0.468,0.0893,9,-14.224,1,0.0338,0.987,0.0038,0.104,0.258,86.749,4,disney,0
1heYxjPhoCBgVYaFDQ0iZp,Randy Newman,Bad Love,Every Time It Rains,18,212000,False,0.485,0.244,10,-11.248,1,0.0266,0.552,0.00309,0.086,0.147,89.003,4,disney,0
1lsI6Ckl0HHtZGFYDyB2Ox,The Sleep Diaries,"Someone's Waiting For You (from ""The Rescuers"")","Someone's Waiting For You (from ""The Rescuers"")",20,132334,False,0.312,0.0435,2,-24.635,1,0.044,0.953,0.942,0.108,0.197,74.396,4,disney,0
0TrF0LxRQAMWtdAQLOmLsr,Doctora Juguetes;Felpita;Lambie;Ronda Rescate,Doctora Juguetes: Ya Llegó la Doctora,Tu Amigo por Siempre Soy,26,53600,False,0.672,0.932,0,-3.096,1,0.096,0.545,0.0,0.305,0.581,141.824,4,disney,0
4D4iN6ISkDuDAnILbHskAF,Kuana Torres Kahele,Kahele,Waipi'o Paeaea,23,297093,False,0.353,0.383,2,-8.027,1,0.0283,0.715,0.0,0.131,0.408,173.794,4,guitar,0
4CXmwZ2JJkBkxesEmfADhh,Sergio & Odair Assad,Saga Dos Migrantes,Agua e vinho,20,181666,False,0.363,0.0367,7,-26.841,0,0.0401,0.993,0.917,0.0868,0.138,91.562,4,guitar,0
7bHkQLgxPTVC44Ty5A99Jm,Cuco Sánchez;Fernando Zenaido Maldonado,Blues,Caminos de Ayer,27,179511,False,0.508,0.228,5,-13.729,1,0.032,0.895,0.000559,0.0967,0.445,79.675,4,guitar,0
0tL8cNoUgDw6Yr9GKNO6SS,Los Amores Recientes,Villa Traful,Villa Traful,50,191500,False,0.425,0.137,2,-15.965,1,0.0843,0.985,0.956,0.117,0.232,180.524,4,guitar,0
77mgPXrIdAkZNow330PdiW,João Gilberto;Caetano Veloso;Gilberto Gil,Brazil,Bahia com H,28,315840,False,0.468,0.134,4,-20.262,1,0.0668,0.844,0.00704,0.0787,0.607,91.07,4,guitar,0
7wu8kCBLnGmhIGGiT14yWr,Las Perlas Negras,Mallorca,Mallorca,31,177000,False,0.573,0.179,9,-15.424,0,0.099,0.981,0.929,0.112,0.125,145.233,3,guitar,0
2w23qUiIWjvqK5ndnl6woP,Henrik Janson,Classical Baby Sleep Music,Ave Maria by Bach,29,143571,False,0.74,0.189,0,-11.493,1,0.0559,0.941,0.94,0.111,0.343,125.961,4,guitar,0
2n7NBbbEIyUo9tNZ963ivB,Los Apus,El Imperio de los Apus,Challwaschallay,37,254506,False,0.658,0.519,6,-4.819,0,0.052,0.665,9.97e-05,0.317,0.882,139.099,4,guitar,0
6djqsnLDgphGuxlPheKndy,Jesse Rice,The Pirate Sessions,Coco Cay,21,258320,False,0.671,0.597,5,-7.617,1,0.0337,0.216,0.0,0.183,0.71,79.122,4,guitar,0
7aPGbYjbgft9MPkUm8bTQQ,Jesse Rice,The Pirate Sessions IV,Boca Ciega,20,226384,False,0.633,0.597,7,-7.583,1,0.0343,0.373,1.22e-06,0.102,0.708,76.993,4,guitar,0
6wIdMDessARGYc3xkf63a5,Agustín Barrios Mangoré;Thibaut García,Bach Inspirations,Barrios Mangoré: La Catedral: III. Allegro solemne,23,181453,False,0.22,0.207,11,-22.469,0,0.0387,0.979,0.89,0.0755,0.665,128.469,4,guitar,0
3SgshUlk02dwRHeLm0ztOi,Yngwie Malmsteen,Odyssey,Rising Force,50,264066,False,0.321,0.958,8,-10.495,1,0.0872,0.103,7.43e-05,0.0994,0.106,117.875,4,guitar,0
66w9fvqZyZIzpelteTbGvM,Celestial Conscience,In The End (Acoustic Guitar),In The End - Acoustic Guitar,39,99422,False,0.637,0.143,3,-17.337,0,0.0376,0.913,0.906,0.105,0.116,105.011,4,guitar,0
2tp2urheCpgDbkqfoaD0U1,Los Tecolines,Los Tecolines: Bolero Romantico,Albricias,36,140146,False,0.751,0.405,9,-14.941,1,0.0384,0.716,0.00593,0.143,0.729,130.666,4,guitar,0
3Oj3qgVvYddVbPrNBDEWO3,Viktor Kvist,The Times They Are a-Changin’,The Times They Are a-Changin’,51,142645,False,0.599,0.0455,7,-21.333,1,0.0595,0.97,0.946,0.112,0.146,112.894,4,guitar,0
3ouKfFUeTpCHPAqxhi0pCK,Pepe Jara,Pepe Jara Interpreta A Alvaro Carrillo,Como Se Lleva Un Lunar,31,182308,False,0.583,0.229,9,-12.061,0,0.0658,0.882,0.00108,0.0837,0.302,98.037,4,guitar,0
